PermutationIndex,Permutation,MatterQubits
176188847,"[3,5,6,12,7,13,4,8,11,10,1,9,2]",4
176642915,"[2,8,7,12,1,10,3,6,11,13,5,9,4]",4
177038700,"[4,8,6,12,3,11,2,7,10,13,1,9,5]",4
177112096,"[4,8,7,12,6,11,1,5,10,13,2,9,3]",4
177212640,"[4,8,7,13,1,11,3,6,10,12,5,9,2]",4
177419614,"[4,8,6,13,1,12,2,7,11,10,5,9,3]",4
177433214,"[3,6,5,11,7,13,2,8,10,12,1,9,4]",4
177699339,"[2,8,7,11,5,13,6,1,10,12,3,9,4]",4
178838890,"[1,8,7,12,5,11,3,2,10,13,6,9,4]",4
179218400,"[5,1,6,11,7,13,4,8,12,10,3,9,2]",4
179332916,"[1,7,2,13,6,10,5,8,11,12,3,9,4]",4
179484394,"[1,8,5,12,6,13,3,7,10,11,2,9,4]",4
179568490,"[4,8,6,10,5,12,3,7,13,11,2,9,1]",4
179588149,"[3,7,4,13,6,12,2,8,11,10,1,9,5]",4
179911010,"[4,6,2,11,7,10,1,8,12,13,5,9,3]",4
180124946,"[5,6,3,10,7,11,4,8,13,12,1,9,2]",4
180164859,"[1,8,7,10,2,13,4,5,12,11,6,9,3]",4
180254268,"[1,8,7,10,2,11,6,5,13,12,4,9,3]",4
180642160,"[1,7,4,10,6,11,2,8,12,13,5,9,3]",4
180697132,"[5,8,7,12,1,13,3,6,11,10,4,9,2]",4
180780050,"[5,8,7,13,1,12,6,3,11,10,2,9,4]",4
181121334,"[4,7,6,11,5,10,3,8,12,13,1,9,2]",4
181145294,"[2,8,7,10,6,13,1,5,12,11,3,9,4]",4
181274365,"[1,7,6,13,4,12,2,8,10,11,5,9,3]",4
181356878,"[5,8,6,12,3,13,2,7,10,11,1,9,4]",4
181388173,"[1,3,6,10,7,11,5,8,12,13,4,9,2]",4
181535149,"[2,8,7,13,3,11,4,6,10,12,1,9,5]",4
181678799,"[4,6,5,13,7,12,3,8,11,10,2,9,1]",4
181689499,"[1,7,5,13,6,12,2,8,11,10,4,9,3]",4
181754384,"[1,8,7,12,2,13,5,6,10,11,3,9,4]",4
181776458,"[1,8,6,11,2,12,4,7,13,10,5,9,3]",4
181891367,"[2,8,7,11,4,10,1,6,12,13,5,9,3]",4
181912184,"[5,6,4,11,7,10,1,8,13,12,3,9,2]",4
182131858,"[5,8,7,12,2,11,1,6,13,10,3,9,4]",4
182152823,"[4,8,6,12,3,11,2,7,10,13,1,9,5]",4
182466313,"[2,8,6,13,3,11,1,7,12,10,4,9,5]",4
182504005,"[5,8,2,10,6,13,3,7,12,11,4,9,1]",4
182829778,"[1,8,7,10,4,11,6,2,12,13,5,9,3]",4
182912216,"[1,6,3,11,7,10,5,8,12,13,4,9,2]",4
183070587,"[2,8,5,12,6,10,4,7,13,11,3,9,1]",4
183102487,"[5,8,7,13,4,12,6,1,11,10,2,9,3]",4
183153182,"[2,8,6,10,4,11,1,7,12,13,5,9,3]",4
183252668,"[2,8,7,13,6,12,4,1,10,11,5,9,3]",4
183620290,"[3,6,2,11,7,12,4,8,10,13,5,9,1]",4
183800595,"[5,8,7,13,3,10,4,1,11,12,6,9,2]",4
183845018,"[1,8,7,13,4,11,5,2,12,10,6,9,3]",4
184069976,"[3,8,4,13,6,12,5,7,11,10,1,9,2]",4
184305324,"[1,7,2,10,6,13,3,8,11,12,5,9,4]",4
184718482,"[5,7,1,11,6,13,2,8,10,12,4,9,3]",4
184767288,"[1,8,7,11,6,13,5,4,10,12,3,9,2]",4
185108279,"[3,8,7,10,2,13,1,6,11,12,5,9,4]",4
185942971,"[3,8,7,10,6,12,1,5,11,13,2,9,4]",4
186102167,"[4,8,2,10,6,13,5,7,12,11,3,9,1]",4
186179866,"[4,8,7,13,1,11,5,3,10,12,6,9,2]",4
186248752,"[1,8,7,10,4,12,6,5,13,11,3,9,2]",4
186272458,"[3,7,4,13,6,10,5,8,11,12,2,9,1]",4
186380572,"[5,8,6,10,3,11,4,7,12,13,2,9,1]",4
186710767,"[1,8,7,13,5,10,4,6,11,12,3,9,2]",4
187052573,"[2,8,7,10,3,11,1,6,13,12,4,9,5]",4
187091768,"[5,8,4,11,6,13,2,7,10,12,1,9,3]",4
187362105,"[3,1,6,13,7,12,5,8,10,11,4,9,2]",4
188585828,"[1,8,7,11,4,13,2,6,10,12,3,9,5]",4
188648335,"[2,8,7,10,3,11,6,1,13,12,5,9,4]",4
188655897,"[5,6,3,10,7,11,2,8,13,12,4,9,1]",4
188912406,"[1,7,5,11,6,10,2,8,13,12,4,9,3]",4
189139401,"[4,8,7,10,6,13,3,1,12,11,5,9,2]",4
189145129,"[1,8,7,10,4,11,6,3,13,12,2,9,5]",4
189311032,"[4,7,6,10,3,12,2,8,11,13,1,9,5]",4
189376259,"[4,6,5,11,7,12,1,8,13,10,3,9,2]",4
190011490,"[4,7,2,11,6,13,5,8,10,12,1,9,3]",4
190344403,"[2,8,7,13,6,12,1,5,10,11,3,9,4]",4
190412008,"[3,8,1,13,6,12,2,7,10,11,4,9,5]",4
190689208,"[3,8,6,12,4,11,2,7,13,10,5,9,1]",4
190964216,"[3,8,6,12,5,13,2,7,11,10,1,9,4]",4
191134312,"[5,4,6,13,7,11,1,8,10,12,3,9,2]",4
191325568,"[3,7,6,10,4,13,5,8,11,12,1,9,2]",4
191620057,"[4,5,6,10,7,13,3,8,11,12,1,9,2]",4
191760335,"[2,8,4,13,6,11,5,7,12,10,3,9,1]",4
192097950,"[4,6,5,11,7,10,3,8,12,13,1,9,2]",4
192488128,"[1,8,7,11,3,12,2,6,10,13,4,9,5]",4
192805089,"[1,4,6,11,7,13,5,8,12,10,3,9,2]",4
193562854,"[5,6,4,11,7,13,2,8,12,10,3,9,1]",4
193737494,"[1,8,7,10,2,12,6,5,13,11,4,9,3]",4
193933700,"[1,8,7,11,6,13,3,5,10,12,2,9,4]",4
194679354,"[5,8,7,13,2,11,3,6,10,12,1,9,4]",4
194801114,"[5,7,1,11,6,13,4,8,12,10,2,9,3]",4
194980201,"[1,7,3,12,6,11,2,8,13,10,5,9,4]",4
194986071,"[3,8,6,13,1,12,5,7,10,11,4,9,2]",4
195016229,"[3,8,6,13,2,12,5,7,10,11,1,9,4]",4
195176709,"[4,1,6,12,7,10,2,8,11,13,3,9,5]",4
195279879,"[1,8,7,13,6,11,3,5,10,12,4,9,2]",4
196472878,"[4,8,6,12,3,13,5,7,10,11,1,9,2]",4
196513828,"[2,6,3,10,7,12,4,8,13,11,5,9,1]",4
196763321,"[5,8,7,12,3,13,6,4,11,10,2,9,1]",4
197252707,"[1,6,3,10,7,11,4,8,13,12,5,9,2]",4
197279342,"[4,8,7,12,1,11,5,6,10,13,3,9,2]",4
197664395,"[3,8,7,12,2,11,4,6,13,10,1,9,5]",4
197938868,"[2,7,3,13,6,10,5,8,11,12,1,9,4]",4
197979674,"[2,8,6,12,1,11,3,7,13,10,5,9,4]",4
198911455,"[4,8,7,12,3,10,6,1,11,13,2,9,5]",4
199332531,"[1,7,6,11,4,13,5,8,10,12,2,9,3]",4
199701799,"[4,7,2,10,6,13,1,8,11,12,3,9,5]",4
199880499,"[3,8,7,10,6,12,2,5,13,11,4,9,1]",4
200350966,"[2,8,7,10,1,12,4,6,13,11,3,9,5]",4
200430444,"[5,3,6,12,7,13,2,8,11,10,1,9,4]",4
201064258,"[1,2,6,12,7,10,4,8,11,13,5,9,3]",4
201388061,"[2,8,7,10,4,11,6,3,13,12,5,9,1]",4
201595429,"[3,8,7,12,5,11,6,4,10,13,1,9,2]",4
201676289,"[2,8,7,11,4,12,6,3,13,10,1,9,5]",4
201725061,"[1,8,6,10,5,13,4,7,11,12,2,9,3]",4
201747923,"[1,8,7,10,4,12,6,5,11,13,3,9,2]",4
