PermutationIndex,Permutation,MatterQubits
597447874,"[1,7,6,8,4,9,5,10,11,13,3,2,12]",4
597610970,"[6,7,3,8,4,9,1,11,13,12,5,2,10]",4
597868273,"[3,7,6,8,4,9,5,10,13,11,2,1,12]",4
598103314,"[6,7,1,8,2,9,5,11,10,12,3,4,13]",4
598886122,"[5,7,2,8,6,9,1,12,10,13,4,3,11]",4
599132267,"[6,7,1,8,2,9,5,12,13,11,4,3,10]",4
599222226,"[1,7,6,8,3,9,2,11,10,12,5,4,13]",4
599446415,"[3,7,6,8,1,9,4,12,10,13,5,2,11]",4
599678849,"[7,6,5,8,1,9,4,12,13,10,3,2,11]",4
599801191,"[2,7,6,8,5,9,1,10,12,13,4,3,11]",4
600368018,"[3,7,5,8,6,9,4,10,11,12,1,2,13]",4
601333478,"[1,7,5,8,3,9,4,11,10,13,6,2,12]",4
601492968,"[6,7,3,8,5,9,1,11,10,12,4,2,13]",4
602285582,"[7,6,1,8,2,9,3,13,10,12,5,4,11]",4
602563213,"[2,7,4,8,6,9,1,12,10,11,5,3,13]",4
602660245,"[2,7,6,8,5,9,3,11,12,13,4,1,10]",4
603142036,"[3,7,6,8,5,9,1,10,11,13,4,2,12]",4
603325163,"[7,1,3,8,4,9,2,13,11,12,6,5,10]",4
603538342,"[7,4,1,8,2,9,5,12,11,10,6,3,13]",4
603827165,"[5,7,2,8,4,9,3,11,12,13,6,1,10]",4
603829028,"[5,7,3,8,6,9,1,10,12,13,2,4,11]",4
604185074,"[7,6,5,8,3,9,4,10,11,12,1,2,13]",4
604492543,"[7,1,5,8,4,9,3,13,12,11,6,2,10]",4
605407974,"[3,7,6,8,4,9,1,10,12,11,2,5,13]",4
605869119,"[6,7,5,8,3,9,4,11,10,12,1,2,13]",4
606035037,"[1,7,3,8,2,9,5,11,10,12,6,4,13]",4
607683772,"[5,7,3,8,6,9,4,12,11,10,1,2,13]",4
607857902,"[5,7,3,8,1,9,2,10,13,12,6,4,11]",4
607983383,"[7,6,2,8,5,9,4,10,12,13,3,1,11]",4
608300718,"[5,7,6,8,4,9,3,10,12,11,1,2,13]",4
608346776,"[6,7,2,8,4,9,1,10,11,12,5,3,13]",4
608447143,"[2,7,5,8,3,9,4,10,11,13,6,1,12]",4
608736160,"[1,7,3,8,2,9,4,12,13,10,6,5,11]",4
608889458,"[7,6,5,8,2,9,4,11,12,13,3,1,10]",4
608897370,"[5,7,3,8,6,9,1,11,10,12,2,4,13]",4
609846800,"[6,7,3,8,5,9,1,10,11,12,2,4,13]",4
609969121,"[6,7,1,8,4,9,3,13,12,11,5,2,10]",4
610135401,"[6,7,4,8,5,9,1,10,11,12,2,3,13]",4
610168427,"[3,7,4,8,6,9,2,12,13,11,5,1,10]",4
610660908,"[6,7,2,8,3,9,1,12,11,10,5,4,13]",4
610681407,"[6,7,3,8,1,9,5,11,10,12,2,4,13]",4
611032934,"[7,6,5,8,1,9,4,12,10,13,2,3,11]",4
611232597,"[7,2,5,8,3,9,4,12,11,13,6,1,10]",4
611269811,"[7,2,1,8,3,9,5,11,10,13,6,4,12]",4
611542650,"[1,7,3,8,6,9,5,13,10,11,4,2,12]",4
611783877,"[5,7,6,8,2,9,4,12,13,11,3,1,10]",4
611952209,"[4,7,3,8,2,9,1,10,11,13,6,5,12]",4
612512613,"[1,7,5,8,3,9,4,11,12,10,6,2,13]",4
612719604,"[2,7,6,8,4,9,5,13,12,11,3,1,10]",4
613631752,"[7,6,3,8,1,9,4,12,13,10,2,5,11]",4
613713944,"[7,6,5,8,2,9,3,10,13,12,1,4,11]",4
614036728,"[7,1,4,8,3,9,5,11,12,13,6,2,10]",4
615415730,"[1,7,4,8,6,9,3,11,13,12,5,2,10]",4
616211375,"[2,7,1,8,3,9,4,13,11,12,6,5,10]",4
616414002,"[1,7,3,8,2,9,4,11,10,13,6,5,12]",4
616481852,"[7,5,3,8,1,9,4,11,10,13,6,2,12]",4
616483721,"[3,7,1,8,4,9,5,10,12,11,6,2,13]",4
616485884,"[2,7,6,8,5,9,3,12,10,13,4,1,11]",4
616829103,"[7,6,4,8,2,9,5,10,12,13,3,1,11]",4
617322041,"[6,7,3,8,1,9,5,10,11,12,2,4,13]",4
617550000,"[5,7,3,8,6,9,4,10,12,13,2,1,11]",4
618538808,"[4,7,5,8,6,9,3,12,11,10,2,1,13]",4
618627654,"[6,7,5,8,4,9,2,11,13,10,3,1,12]",4
618835574,"[5,7,3,8,6,9,1,13,11,12,4,2,10]",4
618992255,"[5,7,1,8,6,9,3,11,13,10,2,4,12]",4
619066209,"[4,7,3,8,2,9,5,13,12,11,6,1,10]",4
619237328,"[6,7,5,8,1,9,2,11,12,10,3,4,13]",4
