PermutationIndex,Permutation,MatterQubits
1232083984,"[5,1,7,21,12,16,3,22,13,9,15,4,6,2,18,20,19,23,24,10,17,8,11,14]",9
1237789799,"[20,12,16,14,9,23,4,10,3,24,1,21,6,15,7,5,13,11,2,8,22,17,19,18]",9
121647574,"[3,24,7,22,10,5,9,8,6,11,20,15,19,17,16,13,23,14,4,21,2,1,12,18]",9
123454783,"[5,14,3,1,6,20,24,16,23,17,9,19,8,13,15,4,11,7,18,12,21,2,22,10]",9
124815625,"[7,18,8,22,11,17,5,10,3,1,6,9,16,14,24,21,20,13,23,15,12,19,4,2]",9
1251545241,"[8,21,3,19,2,15,12,7,13,11,10,9,23,17,18,20,16,6,24,1,14,22,4,5]",9
1296707699,"[22,13,19,9,7,10,12,23,17,20,11,4,5,18,24,16,2,14,3,1,15,8,21,6]",9
1301049061,"[10,11,4,6,3,20,24,19,23,17,9,18,13,15,22,1,7,5,16,8,21,12,14,2]",9
1305167272,"[15,20,23,19,11,22,12,13,18,4,10,9,16,2,17,5,21,8,1,14,3,7,6,24]",9
1306915217,"[14,24,10,2,8,18,4,23,6,15,11,1,5,9,3,7,20,17,16,19,22,12,21,13]",9
1321226509,"[22,1,23,13,14,15,3,2,8,21,10,18,11,19,7,9,12,5,4,6,20,16,24,17]",9
131490425,"[6,4,22,8,10,7,16,12,24,3,15,13,2,14,5,11,9,17,23,20,18,21,1,19]",9
1349528548,"[8,13,3,24,20,23,6,4,9,19,16,21,7,14,2,5,15,11,17,10,18,12,22,1]",9
1369638513,"[10,20,12,13,14,11,8,7,21,3,17,2,22,4,5,24,9,1,6,15,23,19,16,18]",9
1378016448,"[10,1,6,22,4,17,3,21,11,8,24,7,5,9,15,23,18,19,20,2,16,13,12,14]",9
1421935372,"[9,10,6,7,12,19,14,20,24,17,13,22,15,2,23,4,11,1,18,3,21,5,16,8]",9
1428633736,"[20,5,15,8,14,3,2,13,4,11,10,21,19,18,24,22,1,16,12,23,17,9,6,7]",9
1441641574,"[9,21,13,15,2,6,11,10,16,18,17,5,7,3,23,20,22,1,14,12,4,19,8,24]",9
1443733209,"[1,8,15,16,17,19,23,11,22,13,5,14,12,2,9,20,7,24,3,21,10,4,18,6]",9
140504828,"[7,10,22,24,16,21,17,13,19,14,3,23,9,12,4,18,6,20,1,15,5,11,2,8]",9
1460765601,"[20,16,19,12,21,14,4,24,3,6,5,23,9,17,10,22,2,7,13,1,8,11,18,15]",9
1467300274,"[4,13,2,3,7,15,14,24,18,19,1,22,20,11,23,8,5,9,21,12,16,6,17,10]",9
1471399981,"[13,14,3,8,9,16,10,18,6,22,12,5,23,11,4,7,15,17,24,20,19,2,21,1]",9
1478079551,"[12,3,4,1,21,14,17,23,20,13,19,15,9,22,7,6,11,24,5,16,8,18,10,2]",9
1480115704,"[5,22,15,13,24,11,10,6,16,2,21,3,17,8,12,9,7,4,1,23,14,18,19,20]",9
1503936093,"[19,10,23,13,6,16,12,8,2,18,4,21,3,17,11,9,14,5,7,1,24,15,20,22]",9
