PermutationIndex,Permutation,MatterQubits
2167250,"[1,3,12,8,15,7,13,9,11,16,2,10,4,14,5,6]",6
2200552,"[14,2,16,3,8,6,11,5,15,4,13,10,9,1,12,7]",6
2210255,"[5,8,9,10,6,12,7,16,13,4,15,2,11,14,1,3]",6
2218819,"[6,8,14,15,7,13,4,12,11,5,16,3,10,9,1,2]",6
2226127,"[8,4,12,3,15,11,16,9,7,1,2,5,13,6,10,14]",6
2227879,"[4,3,11,15,2,14,6,13,16,1,12,7,10,9,8,5]",6
2228651,"[8,4,10,7,12,5,13,16,14,9,3,15,1,11,6,2]",6
2235084,"[14,9,4,12,5,7,2,6,10,15,16,13,3,11,1,8]",6
2235223,"[9,4,1,12,8,3,15,10,11,14,7,5,13,6,2,16]",6
2238419,"[16,13,4,11,1,2,7,8,12,9,10,15,6,14,3,5]",6
2243831,"[7,12,4,10,9,15,6,13,8,16,1,2,5,14,3,11]",6
2244263,"[6,13,2,14,16,12,4,15,1,11,5,7,3,9,8,10]",6
2258788,"[4,11,16,6,10,12,3,5,8,2,9,15,1,13,14,7]",6
2272171,"[7,6,16,4,14,8,10,11,15,13,5,12,2,9,3,1]",6
2275663,"[14,15,7,10,3,5,1,6,11,12,16,9,2,13,4,8]",6
2278549,"[11,5,14,6,2,4,15,7,16,1,12,10,9,3,13,8]",6
2285768,"[4,10,9,1,15,12,7,5,8,6,14,16,2,11,13,3]",6
2290973,"[5,3,16,1,14,8,11,9,12,13,4,10,2,15,6,7]",6
2303786,"[7,8,14,6,16,9,10,11,3,1,4,5,15,2,13,12]",6
2308416,"[7,6,10,9,3,12,8,15,13,2,11,5,14,16,1,4]",6
2323612,"[2,8,15,12,1,11,7,16,14,6,13,4,9,10,5,3]",6
2325729,"[16,14,1,13,3,4,8,5,11,10,9,15,2,12,7,6]",6
2326101,"[12,5,11,7,2,8,14,6,15,4,13,10,9,3,16,1]",6
2337101,"[5,15,7,16,14,12,1,13,6,11,8,2,4,9,3,10]",6
2345938,"[15,3,16,8,1,7,9,5,11,4,10,12,14,2,13,6]",6
2347541,"[2,7,14,6,15,13,16,10,8,1,5,4,11,3,9,12]",6
2348284,"[13,3,16,7,4,1,10,5,15,8,9,12,11,2,14,6]",6
2352257,"[10,12,7,15,5,1,8,6,16,11,13,14,3,9,2,4]",6
2357148,"[14,1,4,16,5,2,15,11,10,13,8,3,12,6,7,9]",6
2364887,"[1,14,15,6,12,16,8,4,5,2,13,11,3,9,10,7]",6
2389871,"[2,11,4,10,9,12,3,14,8,15,1,7,6,13,5,16]",6
2400046,"[1,8,11,16,7,10,2,15,9,3,14,4,12,13,6,5]",6
2403902,"[11,13,1,9,6,2,5,4,15,16,14,10,8,12,3,7]",6
2407104,"[11,3,4,10,8,1,9,16,15,14,2,5,13,7,6,12]",6
2417515,"[1,4,10,6,11,14,16,15,5,8,3,2,12,7,13,9]",6
2437668,"[8,1,13,7,9,16,11,15,5,3,2,4,10,6,12,14]",6
2439832,"[4,6,14,11,7,9,3,15,10,8,13,5,12,16,1,2]",6
2460644,"[5,4,10,9,7,12,3,15,13,2,11,1,14,16,8,6]",6
2467422,"[14,9,8,4,16,6,10,7,2,12,3,11,5,1,15,13]",6
2472333,"[8,7,16,5,13,10,9,14,1,2,4,6,15,3,11,12]",6
2488815,"[9,6,1,14,2,7,13,10,15,12,3,5,16,4,8,11]",6
2489232,"[9,8,2,12,7,1,11,10,14,13,3,5,15,4,6,16]",6
2490270,"[9,12,2,15,6,10,7,5,1,3,11,4,14,8,16,13]",6
2490925,"[6,10,4,13,16,12,2,9,3,14,5,7,8,11,1,15]",6
2493277,"[7,9,5,12,14,15,8,10,2,16,3,1,6,13,4,11]",6
2500446,"[10,16,6,5,9,1,12,8,3,13,7,14,2,4,15,11]",6
2501253,"[4,2,15,5,10,16,14,13,3,1,8,7,9,6,11,12]",6
2508319,"[12,10,1,13,7,3,6,2,9,15,14,11,8,16,4,5]",6
2529298,"[7,15,14,8,9,16,4,3,1,6,10,13,2,11,12,5]",6
2530532,"[3,9,10,8,12,11,6,1,7,4,15,16,5,13,14,2]",6
2533126,"[6,5,14,11,4,9,2,12,10,1,16,3,15,13,7,8]",6
2535706,"[9,7,8,13,1,4,15,10,16,12,3,2,11,6,5,14]",6
2548506,"[3,14,13,4,11,9,5,1,7,6,12,10,8,16,15,2]",6
2562981,"[12,1,8,10,4,6,9,16,11,13,7,3,14,2,5,15]",6
2567450,"[13,15,8,10,5,2,4,3,16,14,12,9,1,11,7,6]",6
2570836,"[4,2,11,7,10,16,15,14,8,1,5,3,9,6,12,13]",6
2574925,"[4,7,12,13,5,9,6,16,10,3,15,8,11,14,1,2]",6
2593493,"[12,10,6,16,4,14,1,7,5,3,15,2,9,8,13,11]",6
2597491,"[16,12,7,14,6,1,3,4,11,10,9,15,2,13,8,5]",6
2602360,"[2,15,6,10,9,14,1,11,5,16,3,7,4,12,8,13]",6
2603552,"[8,14,2,15,16,11,7,12,6,13,3,5,4,10,1,9]",6
2616064,"[12,8,2,13,3,5,14,11,9,16,6,7,15,4,1,10]",6
2624014,"[10,11,7,8,9,3,16,5,2,14,1,12,6,4,13,15]",6
2628025,"[10,13,7,2,9,8,14,1,5,12,3,15,6,4,11,16]",6
2644044,"[6,4,14,16,2,12,7,11,15,3,13,5,10,9,8,1]",6
2647628,"[1,16,5,14,11,13,4,15,6,12,3,2,7,9,8,10]",6
2654255,"[8,3,11,6,13,9,10,15,4,7,1,5,14,2,16,12]",6
2661508,"[13,3,5,14,4,6,12,15,9,16,7,8,11,1,2,10]",6
2665190,"[6,5,14,8,15,16,11,9,3,1,4,2,12,7,10,13]",6
2665526,"[11,7,5,13,8,2,12,16,10,15,6,4,14,3,1,9]",6
2671286,"[7,8,9,10,2,13,1,14,16,4,15,5,12,11,6,3]",6
2678319,"[10,16,4,13,8,9,1,3,7,2,15,6,12,5,11,14]",6
2688986,"[5,16,3,15,14,11,4,12,6,13,1,2,8,9,7,10]",6
2692347,"[2,6,14,1,11,10,9,15,7,4,5,8,16,3,13,12]",6
2712084,"[5,6,11,2,13,4,10,15,16,14,3,12,8,9,1,7]",6
2722811,"[12,16,7,9,2,6,8,3,13,14,11,10,1,15,4,5]",6
2728845,"[8,4,16,5,10,11,13,12,2,3,1,7,9,6,15,14]",6
2729403,"[7,4,16,15,6,12,3,11,14,1,13,2,9,10,5,8]",6
2744413,"[12,13,2,10,3,1,6,5,11,15,14,9,8,16,4,7]",6
